statement,label
Ukraine and the US have tried to attract Romania to war with Russia,fake_news
Zelenski acknowledged that Ukraine began conflict with Russia,war_propaganda
The prohibition of the symbols of the Russian army is an insult brought to the history and values of Moldova,disinformation
Ukraine does not rebuild Harkov because he knows he will join Russia,war_propaganda
"The EU carries imperialist policies, and the states on its outskirts, like Romania, are exploited by the powerful ones, from the Center",disinformation
The inhabitants of Zaporojie request the attachment to the Donetk People's Republic,war_propaganda
NATO will not defend their members in the event of a conflict with Russia,disinformation
Kiev tortures the prisoners of war and refuses to respect the Geneva Convention,disinformation
"American experts believe that the Massacre of Bucea is an invention of ""Ukrainian propaganda""",war_propaganda
Zelenski conditions the rights of the Romanian community in Ukraine by the help of Bucharest,disinformation
US sends to Ukraine Military Afghani who fled the Talibans to the West,fake_news
Ukrainian refugees abuse the hospitality of Moldovans,disinformation
"95% of Ukrainians are waiting to be released from Russia, says the separatist leader in Luhansk, Marat Basirov",war_propaganda
NATO fights with Russia to the last Ukrainian,disinformation
UN supports genocide directed against Ukraine Russians,war_propaganda
"Mines located by Ukraine can blow up the Black Sea, causing a cataclysm",disinformation
Ukrainian forces destroyed the city of Mariupol,war_propaganda
"To attract NATO to the war, Ukraine will attack the US Embassy in Lvov and blame Russia",war_propaganda
"Ukraine wants to prolong the war and uses citizens as human shields, while Russia protects Ukrainian civilians",war_propaganda
Russians outside the country are discriminated,disinformation
Russia has discovered nationalist concentration camps in eastern Ukraine,war_propaganda
Ukraine was preparing to attack the donbass and masked his intentions hiding the military in schools and hospitals,war_propaganda
"15 million Ukrainians have close ties with Russia, and Ukrainian nationalists use Russian as human shields.",war_propaganda
Ukrainian forces have shot down a Romanian plane and helicopter in Dobrogea,fake_news
"Ukraine was preparing to attack Belarus, and Russia dejected this scenario",war_propaganda
"Ukrainian refugees cause disorder in the Republic of Moldova, and Kiev wants to attract Chisinau in the war",fake_news
In the secret laboratories of Ukraine was produced coronavirus,war_propaganda
"The President of Ukraine, Volodimir Zelenski, could recognize Donbass and Crimea as Russian territories",war_propaganda
"Kiev was preparing an aggression against Donbass in March, and Russia had to intervene to stop it",war_propaganda
Russia has destroyed American biological weapons laboratories in Ukraine,war_propaganda
"Russia attacked the Chernobyl, Zaporojie and Kharkov to prevent Ukraine from producing nuclear weapons",war_propaganda
"The West declared war on the Russian Federation, and Moldova risks having the fate of Ukraine",fake_news
Ukrainian nationalists killed peaceful civilians,war_propaganda
Ukrainian military transforms Mariupol into a concentration camp,war_propaganda
"The war in Ukraine, pretext for the denigration of Russia, censors",disinformation
"NATO provides armament to Ukraine through the Republic of Moldova, which thus violates its neutrality",fake_news
"The US does not consider the sending of Russian troops to the Donetk and Luhansk separatist republics, Donbass, represent an invasion of Ukraine",disinformation
Kiev was incumbent on the press for the Donbass separatists on civil infrastructure,fake_news
NATO pushes Moldova to a war with Russia,fake_news
The West climbs the situation in Ukraine,fake_news
Supplementing NATO forces in Romania is aberrant because Russia does not threaten anyone,fake_news
"The Western press misinforms on the crisis in Ukraine, which is a diversion of the West",disinformation
Kiev violates his obligation to negotiate with separatists in Donbass and propaganda as Goebbels,disinformation
"The common meeting of the governments in Bucharest and Chisinau, a new step towards the annexation of the Republic of Moldova by Romania",fake_news
"The United States pushes Ukraine to war with Russia, and the fate of Kiev will be decided by negotiations between the great powers",disinformation
"Putin is a good Christian, the victim of the Russian speech and has nothing to do with communism, imposed by Russia by the West",disinformation
"Romania buys American weapons, without having any benefit, instead of investing in education",disinformation
British special forces will climb the situation in Donbass without Kiev's consent,disinformation
Romania replaces its unionist ambassador from Chisinau with a NATO expert,fake_news
"NATO extends aggressively to the east, and the United States pushes Ukraine to a war with Russia",fake_news
Romania will be dismantled in the case of a Russian invasion in Ukraine,disinformation
Ukraine is a Russian territory under foreign occupation and could launch a war against Russia,disinformation
Chisinaul maintains the Transnistrian conflict for the West to remain interested in Moldova,fake_news
Russia is demonized so that the West can control the ex-Soviet space,disinformation
Simona Halep lost to the Australian Open because she was vaccinated,disinformation
"NATO sends troops to Eastern Europe, although no member state is threatened",fake_news
The weapon provided by the West of Ukraine is expired,fake_news
Moldova gives up neutrality and gives NATO control over its armed forces,fake_news
"Romania threatens the Republic of Moldova, but will not be able to do anything when NATO will abandon it",disinformation
By the QR code on the green certificates the social credit is imposed and the population is enslaved,disinformation
"At the end of the Cold War, the US wanted to dismantle Romania and offered it to Russia",disinformation
Ukraine is preparing a massacre in Donbass,disinformation
Moldova risks a revolt like in Kazakhstan because the pro-European people have increased the gases,disinformation
"Djokovic defeated the sanitary dictatorship, and Serbia gave a lesson of dignity",fake_news
EU turns Romania into a market for low quality products,fake_news
"Ukraine is a Nazi state, dangerous to Russia's existence",fake_news
Igor Dodon took bribes to share it with poor,disinformation
EU forces Romania to give up its constitution and sovereignty,disinformation
"Romania is Russophoba on the order of the West, but the Romanians share the values of Russia",disinformation
"NATO has a military base at Odessa, on Russia's historical land",disinformation
Russia is entitled to the territories that were part of the former USSR,disinformation
The journalist detained by the police state,fake_news
Romania has sent equipment and military to Ukraine and will be abandoned by NATO,fake_news
Great Britain wants NATO states to admit that they are responsible for the Ukraine crisis,fake_news
Western non -governmental organizations destroy Moldova,disinformation
"Eastern partnership is a missed project, and his members lose because they have distanced themselves from Russia",fake_news
The United States wants to destroy the Olympic Games,disinformation
"""Romania, NATO garbage dump""",disinformation
Ukraine persecuted the population in the territories occupied by Russia because it does not recognize the citizens granted by Moscow,disinformation
"Moldova offended Russia by expulsion of some ""elections"" observers in Transnistria",disinformation
Power prefers Moldovans from the diaspora of those in the country,disinformation
Anti-Covid vaccines have severe side effects and are inefficient,fake_news
The EU is responsible for the crisis of migrants from the border with Belarus,disinformation
The West caused all the crises faced by Eastern Europe states,fake_news
The West wants to subjugate Moldova and other ex-Soviet states,disinformation
"The European Commission ""cancels"" Christmas and prohibits the use of Christian name ""Maria""",fake_news
"The omicron stalk, invented to impose global dictatorship",fake_news
Moscow mobilizes forces at the border with Ukraine to defend a NATO aggression,disinformation
The Association Agreement to the EU is harmful to Moldova,fake_news
In Moldova the dictatorship was established that will destroy the country,fake_news
The green certificate violates fundamental freedoms and prepares the assault on the church,disinformation
"""Romania, bridgehead for a NATO-Russia war""",fake_news
Russia saves the genocide donbass organized by Ukraine and West,disinformation
"In the Republic of Moldova, schools with teaching in Russian are liquidated",fake_news
"""The Republic of Moldova project has reached the end""",disinformation
Russia is the innocent victim of the Rusophobia of the Romans,disinformation
Laura Codruta Kovesi could lose the position of chief prosecutor of the European Prosecutor's Office,fake_news
"In Ukraine the children suffer from hunger, and the country becomes an underdeveloped colony of the West",disinformation
The US demands the withdrawal of Russian Pacifectors from Transnistria after the Republic of Moldova signed the new gas delivery contract,disinformation
Sandu's government is guilty that in the world they have increased gas prices,disinformation
Oculta wants to hide that Petrica Matu Stoian died of Covid although he was vaccinated,fake_news
"Hunger will also come to Romania, and the stores rationalize the products",fake_news
"Belarus acts according to international norms, Ukraine is Nazi and Rusophoba",fake_news
"Russia saved Moldova in the gas crisis, as it did in the Transnistria war",disinformation
The US and Moldova are preparing for war,disinformation
Romania becomes an Orthodox front against the West,disinformation
"Europe, on the threshold of a current catastrophic feathers",fake_news
Ukraine continues genocide in donbass with Turkish drones,fake_news
Ukraine is unhappy that Moldova buys Russian gases,disinformation
"In Moldova, monuments in honor of the fascists rise in honor",fake_news
"Ukraine and Georgia will become a NATO polygon, but will not receive security guarantees",disinformation
Ukraine killed children from Transnistria,fake_news
"Moldova, American launch ramp for a war with Russia",fake_news
"The fires in the Romanian hospitals are a ""face"" and anti-Covid-19 vaccines are expired",fake_news
Europeans request the construction of Nord Stream 3 and 4 to overcome the gas crisis,fake_news
PAS Government leaves agriculture in the Republic of Moldova without workforce,fake_news
Inclusive and sanitary policies are forms of totalitarianism,disinformation
Romania will send the military to Crimea to the EU command,fake_news
UN denounced the crimes of the Zelenski regime in Ukraine,fake_news
Maia Sandu forces the accession of Moldova to NATO to involve it in regional conflicts,fake_news
Anti-Covid vaccine gives sterility for three generations,fake_news
"Delivery of Russian gases to Hungary will determine the collapse of Ukraine, which will become ""another Afghanistan""",disinformation
Istanbul Convention - a blow to Orthodoxy and traditional values,disinformation
Pro-European people in the Republic of Moldova want to destroy the church,fake_news
The Ukrainian army could clean the donbas and Crimea from the Russian -speaking population,fake_news
"Romania, on the verge of war due to anti-Covid restrictions",fake_news
Moldovans have nothing to do in the EU,fake_news
"A good relationship with Ukraine will be extremely expensive for Moldova, which risks including a new war in Transnistria",fake_news
In 1939 the USSR released Poland and saved it from the Nazi genocide,disinformation
"Romania has lost its sovereignty and national dignity, but Liviu Dragnea can play it",disinformation
The cult of fascism is tolerated in Moldova,fake_news
"Transnistria is part of the Russian world, which Putin defends on the attack of the West",disinformation
Klaus Iohannis created the political crisis in Romania to subordinate the German Left the future government in Bucharest,fake_news
Afghan refugees will be directed by NATO to the Republic of Moldova and Ukraine,disinformation
The pro-European government in Chisinau introduces censorship for Russian TV stations,fake_news
Ukraine uses Transnistria to attract Moldova in conflict with Russia,fake_news
"Romania was released by the Red Army and the Tudor Vladimirescu Division, consisting of Romanian anti-fascist volunteers",disinformation
The conflict in Donbass - in the interest of the West and Kiev,fake_news
The Republic of Moldova has already begun to receive Afghan refugees,fake_news
There is a Moldovan language different from the Romanian,disinformation
Romania is an American colony in which censorship is imposed,fake_news
Taliban are much more concerned about flight security than Ukraine in 2014,fake_news
The pro-European policy of the Chisinau government follows the union with Romania,disinformation
"The Destruction of the USSR was a failure of mankind, Stalin was a peaceful visionary",disinformation
"30 years after Independence, Ukraine is a fragmented, failed and artificial state",disinformation
Chisinau government undermines the autonomy of Gagauzia,disinformation
The pro-Western orientation will bring the Republic of Moldova to the situation of Afghanistan,fake_news
"Klaus Iohannis will bring, illegally, Afghan migrants in Romania",fake_news
Maia Sandu started an anti-Orthodox campaign in the Republic of Moldova,fake_news
Maia Sandu is simultaneously pros and cons of Transnistrian separatists,fake_news
Romania will be attracted to Ukraine in a war with Russia,fake_news
The approach of the Republic of Moldova to the EU will lead to the recognition of marriages between homosexuals,fake_news
"Step transfers the Republican Stadium to the Americans, following the decision of the Constitutional Court, whose judges are Romanian citizens",fake_news
The Romanian gendarmes teach Moldovan colleagues how to soften the opposition protests,fake_news
Colored revolutions are a weapon used by the West against Russia,fake_news
Students who come from Crimea and Donbass will be persecuted in Ukraine,fake_news
"Pedophilia, state policy in Germany",fake_news
Withdrawing Russian peacekeepers from Transnistria will lead to war,disinformation
The Campaign of Progressics against Viktor Orban has also expanded in Romania,fake_news
"In Chisinau, the persecution of the church is prepared",disinformation
Romania and Ukraine will have the common army and make US games in the region against Russia,fake_news
Ukraine's fault to break the MH-17 flight continues to be hidden from the West,fake_news
Moldovans are prepared to be transformed into a second -hand people,disinformation
Moldova needs Russia to feed its population,fake_news
"Dodon is not the man of Russia, and Moscow did not mix in the parliamentary elections in the Republic of Moldova",fake_news
"Ukrainians will be peace, but Zelenski are looking for war with Russia",fake_news
Right bought votes in the diaspora,fake_news
Merkel said he doesn't want Moldova in the EU,fake_news
"If he wins step, Moldova will be sold to foreigners",fake_news
"Maia Sandu and PAS, illegally funded from the West",fake_news
"In Ukraine children suffer from hunger, and the land reform will turn the state into a colony of the West",disinformation
"Moldovans, the West cannage in the fight with Russia",fake_news
85% of the candidates step to elections are PLDM members,fake_news
The non -governmental organizations of the West destroy the Republic of Moldova,fake_news
Chisinau wants in NATO,fake_news
Maia Sandu ordered the secret services to eliminate the electoral competitors in favor of the step,fake_news
The EU-Russia dialogue is prevented by the Russophobes from the Baltic countries and Poland,fake_news
Maia Sandu does not really fight with corruption,fake_news
"In Moldova, Covid-19 statistics are manipulated in favor of Maia Sandu",fake_news
The West will swallow Moldova and use it against Russia,fake_news
Russia is forced to remain in Transnistria to ensure peace and security and disappointing NATO's expansionist plans,fake_news
"Romania has an expansionist policy because it does not recognize the ""Moldovan language""",fake_news
"Ukraine is not a state, and its borders will be negotiated internationally",fake_news
"The sovereignty of Moldova, threatened by Soros, Romania and the West",fake_news
Young people run from Moldova Maia Sandu,fake_news
The political forces that support Maia Sandu strengthen the blockade over Transnistria,disinformation
"Fight against corruption, pretext to return Moldova against Russia",fake_news
The mixture of the West and undermining the Russian identity of Belarus creates problems to Minsk,fake_news
Western enemies have access to secret information and influence Chisinau political life,fake_news
"The Republic of Moldova is part of the Russian world, and the Moscow was away from the war",disinformation
"Ukraine has neonazist leadership, but the people oppose NATO accession",fake_news
Romania controls the Republic of Moldova and is about to annex,disinformation
"Under the leadership of Maia Sandu, the Moldovans and the Syrians are leaving",fake_news
"Maia Sanda prepares, with the support of the West, a wave of arrests",fake_news
"Anti-coronavirus vaccination turns people into zombies, and their skin will turn into scales",fake_news
Turkey has blocked NATO's decision to launch a military attack against Belarus,fake_news
Maia Sandu has closed nearly 120 schools and has available over 5800 teachers,fake_news
The victory of the righteous in the elections will remove the Moldovans in the street,disinformation
The assassination from Arad is a sign that in Romania will follow terrorist attacks,fake_news
"The US invents the ""Protasevici scandal"" in Belarus as a diversion to deviate from the acceptance of Nord Stream 2",fake_news
"Kiev ignores the Minsk Peace Agreements, and Russia prays EU to intervene",fake_news
"""If the Republic of Moldova will be aligned with the countries that have applied Belarus sanctions will have to lose each citizen""",disinformation
The West uses Moldova against Russia,fake_news
The incident with Protasevici was organized by the West,fake_news
"Romania and Poland involved in ""air piracy"" against Russian officials",fake_news
The US causes interfectional conflicts in Ukraine for geopolitical purposes,disinformation
The West continues to get involved in the internal affairs of the Republic of Moldova,disinformation
The right and the West will bring the end of the Republic of Moldova,fake_news
Ukraine became a US and NATO colony after the 2014 coup,fake_news
"Liviu Dragnea, victim of justice in the US and Romania",fake_news
Ukraine is driven by fascists who gave a coup in 2014,fake_news
Maia Sandu is neophaascist and is supported by unionists,disinformation
The Moldovan state and the people are threatened by the West and Romania,fake_news
The West encourages Nazi ideology in Ukraine,fake_news
"Russia, the victim of Western propaganda",fake_news
US are ready to fight in donbass to the last Ukrainian,fake_news
The Republic of Moldova will pass under external control if the right -wing parties reach the government,disinformation
The shooting of the bear Arthur shows that Romania is a western colony,disinformation
Maia Sandu is responsible for fuel expensive,fake_news
"Ukraine ""privatizes"" Russian language and does not allow the development of ""Galician language""",disinformation
NATO would like Moldovans to fight with Russia in the US interest,fake_news
Iohannis and Patriarch Daniel have secret agreements for BOR to support anti-coronavirus vaccination in exchange for relaxing conditions for religious services,fake_news
The West imposes anticipated in Moldova to undermine the state and promote the LGBT agenda,fake_news
Romania is led by Western ambassadors,fake_news
"Russian diplomats do not carry out illegal activities in Romania, and Russia and Romania have a common history that should approach them",fake_news
"The Ukrainians are Russian, and Moscow has the right to intervene in the ""Civil War"" in Donbass",disinformation
The National Bank of Moldova is administered from the outside,fake_news
"Turkey prefers a non-conflicting approach, and Romania and Poland, a militarist",fake_news
Maia Sandu wants anticipated to impose Romanism,fake_news
The West wants to cause panic by invoking a Russian aggression in Ukraine,fake_news
Romania and Russia will have a common border after the Russian army occupies a good part of Ukraine,fake_news
Ukrainian military deserted by the fear of Russians,fake_news
Maia Sandu tries to usurp the power in the Republic of Moldova,disinformation
The West will falsify the choices in favor of Maia Sandu,fake_news
Americans use Islamic terrorism against Russia,disinformation
"The special troops of the US, Romania and Moldova are preparing to attack Transnistria",fake_news
The West needs a new war in Donbass to destroy Russia,fake_news
IMF could condition the granting of credits to mandatory population vaccination,disinformation
"""Ukraine is officially withdrawing from Minsk negotiations""",fake_news
The Constitutional Court of the Republic of Moldova is controlled by Maia Sandu and Americans,fake_news
Romania risks a war with Russia because of Ukraine,disinformation
Romania disassemble money on military endowment,fake_news
Maia Sandu needs NATO for a war with Transnistria,fake_news
Romania was the power of occupation in Moldova,disinformation
Decentralization - a clock bomb for Ukraine,fake_news
"Dominic Fritz and Klaus Iohannis, the ""Nazis"" with dictatorial and anti -Semitic strokes against Romania against the ""peaceful demonstrators"" of gold",fake_news
WHO has changed medical definitions to cause pandemic hysteria and vaccination,fake_news
IMF is behind the robbery of one billion of Moldova banks,fake_news
Maia Sandu is responsible for drought causes,disinformation
Ukraine wants war in Donbass so Russia is sanctioned,fake_news
"Masks and Lockdown are useless, exposure to Covid-19 brings herd immunity",disinformation
"Romania wants to sanctify Moscow for ""Offender Sergei Magnitki"" and to adopt an anti -use law",disinformation
Igor Dodon was close to the regulation of Transnistrian conflict,disinformation
Maia Sandu is handled by the American ambassador to Chisinau,fake_news
Ukraine has adopted a crime employment strategy,fake_news
"Discipline ""History of Romanians"" is discriminatory",fake_news
The Republic of Moldova needs an authoritarian leader,disinformation
LGBT propaganda is used for Ukraine's moral destruction,fake_news
Zelenski sells its state of American transnational companies,fake_news
"Russian threat, an invention to justify NATO's existence",fake_news
Romania and the US are preparing Russia attacks with Himars missile systems,fake_news
Civil society captures power in the Republic of Moldova,fake_news
Moldova gives up Sputnik V out of hostility towards Russia,fake_news
"Romanians choose as foreign leaders, agents of the secret services of hostile countries",fake_news
EU persecute Russian to delete the memory of Russia's great victory over fascism,fake_news
The EU is directly involved in the internal affairs of the Republic of Moldova,disinformation
"In the US eyes, Transylvania does not belong to Romania, as Crimea does not belong to Russia",fake_news
Moldovans continue to be Soviet,disinformation
Ukrainians downed MH17 believing to kill Putin,fake_news
USA and Romania transform the Republic of Moldova into a victim of nuclear confrontation with Russia and China,fake_news
"Association Agreement with EU, a catastrophe for Ukraine",disinformation
The great reset follows the killing of old people with coronavirus and vaccines,fake_news
The Republic of Moldova will enter financial collapse,disinformation
Spain threatening to exit from the EU,fake_news
Dodon states that Moldovan citizens need a special invitation to enter Russia,fake_news
"The sanctions have strengthened Russia's economy, and the EU supports Russophobia in Ukraine and the Baltic States",disinformation
Americans would like to attack Russia but have tanks as bad as the Nazis,fake_news
Maia Sandu agreed with Zelenski to attack Transnistria,fake_news
"Protests in Russia, a show for Western media",fake_news
The Republic of Moldova is a successor state of Stefan cel Mare's Moldova,disinformation
"Belarus has kept its sovereignty, as opposed to the Baltic States",fake_news
Ukraine will lose the territories because it has blocked pro-Russian televisions,fake_news
Clotilde Armand withdraws the financing of hospitals in sector 1,fake_news
"The Biden Administration makes the ""black list"" of the world -religious religious leaders of the LGBT Agenda",fake_news
Igor Dodon is censored by Facebook,fake_news
Maia Sandu wants to abolish the free press,fake_news
"Ukraine forbids ""Master and Margareta""",fake_news
The Red Army was just a liberating force,disinformation
Ukraine punishes the population of Crimea and leaves it without water,fake_news
Ceausescu was a great leader of sovereign Romania,disinformation
The EU establishes dictatorship by combating black work,fake_news
"Russian, the shield that defends the Moldovan state of annihilation",fake_news
The Ukrainian army mines the villages of Donbass,fake_news
NATO wants to invade Kaliningrad and make money for American corporations,fake_news
"The Russians from the Republic of Moldova, attacked by the Constitutional Court and Maia Sandu",disinformation
The Soviet period was a beneficial one for the Republic of Moldova,disinformation
In the Ukrainian army there are fascists ready to kill Russian comrades,fake_news
ECHR acknowledged that the Crimea Peninsula belongs to Russia,fake_news
"Maia Sandu is a ""virus"" through which the West wants to destroy the Moldovan state",fake_news
Lockdows are inefficient,disinformation
Maia Sandu tries to subordinate her strength institutions to refrain with opponents,fake_news
"Soros wants to be besieged Russia by capturing the former Soviet states.Moldova and Armenia, its first pawns.",fake_news
Maia Sandu gives up the water resources of Moldova,fake_news
Ukraine feeds its army with Russian puree,fake_news
"In 2021 the zombie apocalypse comes, but humanity will be saved by robot people and the church",fake_news
Maia Sandu should ask Volodimir Zelenski an exchange of territories between the Republic of Moldova and Ukraine,fake_news
Maia Sandu and the Plan of the Corporation Rand for Destabilization of Transnistria,fake_news
Ukraine Rusophoba prefers coronavirus instead of Sputnik V vaccine,fake_news
The Soviets did not invade Eastern Europe with Nazi Germany.The invasion was not followed by military occupation.US keeps occupation troops in Europe,fake_news
Ukraine is an artificial state and its breakdown will continue,fake_news
Maia Sandu is anti-unionist and repeats Dodon's behavior,fake_news
"Criticizing the negatists Covid-19, an act of censorship",fake_news
Fewer UN states support Ukraine in the problem of Crimea,fake_news
"Maia Sandu, the puppet of Soros and the US at the leadership of the Republic of Moldova",fake_news
West and Ukraine will not be peace in Donbass,fake_news
